collection,variable,type,size_kb_per_event,doc
HLT,HLT_HT430_DelayedJet40_SingleDelay1nsInclusive,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_HT430_DelayedJet40_SingleDelay1nsTrackless,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_HT430_DelayedJet40_SingleDelay1p1To1p6nsInclusive,bool,0.0001982421875,Trigger/flag bit (process: HLT)
HLT,HLT_HT430_DelayedJet40_SingleDelay1p25To1p75nsInclusive,bool,0.0002001953125,Trigger/flag bit (process: HLT)
HLT,HLT_HT430_DelayedJet40_SingleDelay1p25nsTrackless,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_HT430_DelayedJet40_SingleDelay1p5nsInclusive,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_HT430_DelayedJet40_SingleDelay1p5nsTrackless,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_HT430_DelayedJet40_SingleDelay2nsInclusive,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_HT430_DelayedJet40_SingleDelay2p25nsInclusive,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_HT430_DelayedJet40_SingleDelay2p5nsInclusive,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_HT430_DisplacedDijet40_DisplacedTrack,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_HT430_DisplacedDijet40_Inclusive1PtrkShortSig5,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_HT550_DisplacedDijet60_Inclusive,bool,0.000181640625,Trigger/flag bit (process: HLT)
HLT,HLT_HT650_DisplacedDijet60_Inclusive,bool,0.000181640625,Trigger/flag bit (process: HLT)
HLT,HLT_HcalCalibration,bool,0.0001650390625,Trigger/flag bit (process: HLT)
HLT,HLT_HcalNZS,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_HcalPhiSym,bool,0.00029296875,Trigger/flag bit (process: HLT)
HLT,HLT_HighPtTkMu100,bool,0.0001630859375,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu20,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu20_eta2p1_LooseDeepTauPFTauHPS27_eta2p1_CrossL1,bool,0.000201171875,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Loose_eta2p3_CrossL1,bool,0.0002001953125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Medium_eta2p3_CrossL1,bool,0.000201171875,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Tight_eta2p3_CrossL1,bool,0.0002001953125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_OneProng32,bool,0.00016796875,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_TwoProngs35,bool,0.0001689453125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1,bool,0.0001640625,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_LooseDeepTauPFTauHPS180_eta2p1,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_LooseDeepTauPFTauHPS30_eta2p1_CrossL1,bool,0.000201171875,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS20_eta2p1_SingleL1,bool,0.000203125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_CrossL1,bool,0.00020703125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_OneProng_CrossL1,bool,0.0002158203125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet60_CrossL1,bool,0.00021484375,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet75_CrossL1,bool,0.00021484375,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS35_L2NN_eta2p1_CrossL1,bool,0.00020703125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS45_L2NN_eta2p1_CrossL1,bool,0.00020703125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PFHT250,bool,0.000171875,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PFHT250_QuadPFJet25,bool,0.00018359375,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PFHT250_QuadPFJet25_PNet1Tauh0p50,bool,0.000197265625,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Loose_L2NN_eta2p3_CrossL1,bool,0.0002060546875,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Medium_L2NN_eta2p3_CrossL1,bool,0.00020703125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Tight_L2NN_eta2p3_CrossL1,bool,0.0002060546875,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet20_eta2p2_SingleL1,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1,bool,0.00019921875,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1_PFJet60,bool,0.00020703125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1_PFJet75,bool,0.00020703125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Loose_eta2p3_CrossL1_ETau_Monitoring,bool,0.0002158203125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Medium_L2NN_eta2p3_CrossL1,bool,0.0002060546875,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Medium_eta2p3_CrossL1_ETau_Monitoring,bool,0.000216796875,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Tight_L2NN_eta2p3_CrossL1,bool,0.000205078125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Tight_eta2p3_CrossL1_ETau_Monitoring,bool,0.0002158203125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_PNetTauhPFJet45_L2NN_eta2p3_CrossL1,bool,0.00019921875,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu24_eta2p1_SinglePFJet25_PNet1Tauh0p50,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu27,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu27_MediumChargedIsoDisplacedPFTauHPS24_eta2p1_SingleL1,bool,0.0002080078125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu50_AK8PFJet220_SoftDropMass40,bool,0.00018359375,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu50_AK8PFJet220_SoftDropMass40_PNetBB0p06,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu50_AK8PFJet230_SoftDropMass40,bool,0.00018359375,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p06,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p10,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_IsoTrackHB,bool,0.00016015625,Trigger/flag bit (process: HLT)
HLT,HLT_IsoTrackHE,bool,0.00016015625,Trigger/flag bit (process: HLT)
HLT,HLT_IsoTrk200_L1SingleMuShower,bool,0.00017578125,Trigger/flag bit (process: HLT)
HLT,HLT_IsoTrk400_L1SingleMuShower,bool,0.00017578125,Trigger/flag bit (process: HLT)
HLT,HLT_L1AXOVTight,bool,0.0001611328125,Trigger/flag bit (process: HLT)
HLT,HLT_L1CSCShower_DTCluster50,bool,0.0001728515625,Trigger/flag bit (process: HLT)
HLT,HLT_L1CSCShower_DTCluster75,bool,0.0001728515625,Trigger/flag bit (process: HLT)
HLT,HLT_L1ETMHadSeeds,bool,0.0002177734375,Trigger/flag bit (process: HLT)
HLT,HLT_L1MET_DTCluster50,bool,0.0001669921875,Trigger/flag bit (process: HLT)
HLT,HLT_L1MET_DTClusterNoMB1S50,bool,0.0001728515625,Trigger/flag bit (process: HLT)
HLT,HLT_L1Mu6HT240,bool,0.00016015625,Trigger/flag bit (process: HLT)
HLT,HLT_L1SingleLLPJet,bool,0.0001640625,Trigger/flag bit (process: HLT)
HLT,HLT_L1SingleMuCosmics,bool,0.0003193359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_DoubleDelay0p5nsTrackless,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_DoubleDelay0p75nsInclusive,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_DoubleDelay1nsTrackless,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_DoubleDelay1p25nsInclusive,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_DoubleDelay1p25nsTrackless,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_DoubleDelay1p5nsInclusive,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_DoubleDelay1p5nsTrackless,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_DoubleDelay1p75nsInclusive,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_SingleDelay2p5To4nsInclusive,bool,0.0001962890625,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_SingleDelay2p5nsTrackless,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_SingleDelay2p6To4nsInclusive,bool,0.0001962890625,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_SingleDelay2p75To4nsInclusive,bool,0.000197265625,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_SingleDelay2p75nsTrackless,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_SingleDelay3nsTrackless,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_SingleDelay3p5nsInclusive,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_SingleDelay3p75nsInclusive,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_L1Tau_DelayedJet40_SingleDelay4nsInclusive,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu10NoVtx_2Cha,bool,0.000173828125,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu10NoVtx_2Cha_CosmicSeed,bool,0.0001962890625,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu10NoVtx_2Cha_CosmicSeed_VetoL3Mu0DxyMax1cm,bool,0.0002109375,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu10NoVtx_2Cha_VetoL3Mu0DxyMax1cm,bool,0.0001923828125,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu10_NoVertex_NoBPTX,bool,0.000171875,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu10_NoVertex_NoBPTX3BX,bool,0.0001748046875,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu23NoVtx_2Cha,bool,0.000169921875,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu23NoVtx_2Cha_CosmicSeed,bool,0.0001806640625,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX,bool,0.0001796875,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu45_NoVertex_3Sta_NoBPTX3BX,bool,0.0001796875,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu50NoVtx_3Cha_CosmicSeed_VetoL3Mu0DxyMax1cm,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_L2Mu50NoVtx_3Cha_VetoL3Mu0DxyMax1cm,bool,0.0001845703125,Trigger/flag bit (process: HLT)
HLT,HLT_L3Mu10NoVtx,bool,0.0001650390625,Trigger/flag bit (process: HLT)
HLT,HLT_L3Mu10NoVtx_DxyMin0p01cm,bool,0.000177734375,Trigger/flag bit (process: HLT)
HLT,HLT_L3Mu30NoVtx_DxyMin0p01cm,bool,0.000173828125,Trigger/flag bit (process: HLT)
HLT,HLT_L3Mu50NoVtx_DxyMin0p01cm,bool,0.000173828125,Trigger/flag bit (process: HLT)
HLT,HLT_L3dTksMu10_NoVtx_DxyMin0p01cm,bool,0.0001787109375,Trigger/flag bit (process: HLT)
HLT,HLT_LooseDeepTauPFTauHPS180_L2NN_eta2p1,bool,0.0001845703125,Trigger/flag bit (process: HLT)
HLT,HLT_MET105_IsoTrk50,bool,0.0001650390625,Trigger/flag bit (process: HLT)
HLT,HLT_MET120_IsoTrk50,bool,0.0001650390625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu0_Barrel,bool,0.000171875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu0_Barrel_L1HP10,bool,0.0001669921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu0_Barrel_L1HP11,bool,0.0001669921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu0_Barrel_L1HP6,bool,0.000166015625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu0_Barrel_L1HP6_IP6,bool,0.000169921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu0_Barrel_L1HP7,bool,0.000166015625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu0_Barrel_L1HP8,bool,0.000166015625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu0_Barrel_L1HP9,bool,0.000166015625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu0_L1DoubleMu,bool,0.00016796875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu10_Barrel_L1HP11_IP6,bool,0.000171875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu12_DoublePFJets100_PNetBTag_0p11,bool,0.00018359375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu12_DoublePFJets200_PNetBTag_0p11,bool,0.00018359375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu12_DoublePFJets350_PNetBTag_0p11,bool,0.00018359375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu12_DoublePFJets40MaxDeta1p6_PNet2BTag_0p11,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu12_DoublePFJets40_PNetBTag_0p11,bool,0.0001826171875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu12_DoublePFJets54MaxDeta1p6_PNet2BTag_0p11,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu12_IsoVVL_PFHT150_PNetBTag0p53,bool,0.000181640625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,bool,0.0001923828125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu12eta2p3,bool,0.0001640625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu12eta2p3_PFJet40,bool,0.00016796875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu15,bool,0.000154296875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu15_IsoVVVL_PFHT450,bool,0.000169921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu15_IsoVVVL_PFHT450_PFMET50,bool,0.000177734375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu15_IsoVVVL_PFHT600,bool,0.000169921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu17,bool,0.000154296875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu17_Photon30_IsoCaloId,bool,0.0001728515625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu17_TrkIsoVVL,bool,0.0001640625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL,bool,0.000177734375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ,bool,0.0001806640625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8,bool,0.0001884765625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_AK8CaloJet30,bool,0.00019921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_AK8PFJet30,bool,0.000197265625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_CaloJet30,bool,0.0001962890625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_PFJet30,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu18_Mu9_SameSign,bool,0.0001669921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu19,bool,0.000154296875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu19_TrkIsoVVL,bool,0.0001640625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL,bool,0.000177734375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ,bool,0.0001806640625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass3p8,bool,0.0001884765625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass8,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu20,bool,0.000154296875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu20NoFiltersNoVtxDisplaced_Photon20_CaloCustomId,bool,0.0001982421875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,bool,0.0001923828125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu25_TkMu0_Phi,bool,0.0001640625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu27,bool,0.000154296875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu27_Ele37_CaloIdL_MW,bool,0.0001708984375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu30_TkMu0_Psi,bool,0.0001640625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu30_TkMu0_Upsilon,bool,0.00016796875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu37_Ele27_CaloIdL_MW,bool,0.0001708984375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu37_TkMu27,bool,0.0001611328125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu38NoFiltersNoVtxDisplaced_Photon38_CaloIdL,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu3_L1SingleMu5orSingleMu7,bool,0.000203125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu3_PFJet40,bool,0.0001845703125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu3er1p5_PFJet100er2p5_PFMET100_PFMHT100_IDTight,bool,0.000197265625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu3er1p5_PFJet100er2p5_PFMET80_PFMHT80_IDTight,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu3er1p5_PFJet100er2p5_PFMET90_PFMHT90_IDTight,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu100_PFMHTNoMu100_IDTight,bool,0.000205078125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu80_PFMHTNoMu80_IDTight,bool,0.000203125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu90_PFMHTNoMu90_IDTight,bool,0.000203125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu43NoFiltersNoVtxDisplaced_Photon43_CaloIdL,bool,0.000193359375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL,bool,0.0001845703125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL,bool,0.0001845703125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu4_L1DoubleMu,bool,0.0001640625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu50,bool,0.000154296875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu50_IsoVVVL_PFHT450,bool,0.000169921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu50_L1SingleMuShower,bool,0.0001708984375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu55,bool,0.000154296875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu6HT240_DisplacedDijet30_Inclusive1PtrkShortSig5_DisplacedLoose,bool,0.000212890625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu6HT240_DisplacedDijet35_Inclusive0PtrkShortSig5,bool,0.0001982421875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu6HT240_DisplacedDijet35_Inclusive1PtrkShortSig5_DisplacedLoose,bool,0.000212890625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu6HT240_DisplacedDijet40_Inclusive0PtrkShortSig5,bool,0.0001982421875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu6HT240_DisplacedDijet40_Inclusive1PtrkShortSig5_DisplacedLoose,bool,0.000212890625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu6HT240_DisplacedDijet45_Inclusive0PtrkShortSig5,bool,0.0001982421875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu6HT240_DisplacedDijet50_Inclusive0PtrkShortSig5,bool,0.0001982421875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu6_Barrel_L1HP7_IP6,bool,0.000169921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu7_Barrel_L1HP8_IP6,bool,0.000169921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu7p5_L2Mu2_Jpsi,bool,0.000166015625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu7p5_L2Mu2_Upsilon,bool,0.0001689453125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_Barrel_L1HP9_IP6,bool,0.000169921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_DiEle12_CaloIdL_TrackIdL,bool,0.000177734375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ,bool,0.0001806640625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350,bool,0.0001884765625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL,bool,0.0001669921875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_CaloDiJet30,bool,0.0002060546875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_DoubleAK4PFJet60_30,bool,0.0002138671875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_DoubleAK4PFJet60_30_PNet2BTagMean0p50,bool,0.0002314453125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30,bool,0.0002041015625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PFBtagDeepJet_1p5,bool,0.0002216796875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PNet2BTagMean0p50,bool,0.0002216796875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250,bool,0.0002021484375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25,bool,0.0002138671875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25_PNet1BTag0p20,bool,0.0002275390625,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25_PNet2BTagMean0p55,bool,0.0002314453125,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280,bool,0.0002021484375,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_QuadPFJet30,bool,0.0002138671875,Trigger/flag bit (process: HLT)
HLT,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_QuadPFJet30_PNet2BTagMean0p55,bool,0.0002314453125,Trigger/flag bit (process: HLT)
