file,label,eta_min,eta_max,pt_min,pt_max,nvtx_center,n_events,mean_offset_GeV,mean_offset_error_GeV
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,1.0,1.5,52.5,14.0,-0.03597724164969155,0.01828405501673953
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,1.0,1.5,57.5,20.0,-0.017157769051846117,0.015318962349716518
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,1.0,1.5,62.5,30.0,-0.07162696534457307,0.023792922160643108
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,1.0,1.5,67.5,23.0,-0.03627669355710563,0.011912567750645399
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,1.0,1.5,72.5,13.0,-0.023446926363528922,0.014900376547573433
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,1.0,1.5,77.5,12.0,-0.017381474030116806,0.00678002081764107
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,1.5,2.0,57.5,3.0,-0.04651780923207601,0.0029515919156636217
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,1.5,2.0,62.5,3.0,-0.13665133093794188,0.03528621344651659
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,1.5,2.0,77.5,1.0,0.044761478900909424,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,2.0,3.0,47.5,1.0,-0.07769299298524857,0.0
