file,label,event,nvtx,nvtx_branch,observable,category,eta_min,eta_max,entries,mean,stddev,q10,q25,median,q75,q90,q95,q99
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,electron,2.5,3.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,electron,2.5,3.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,electron,3.0,5.2,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,electron,3.0,5.2,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,muon,-5.2,-3.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,muon,-5.2,-3.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,muon,-3.0,-2.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,muon,-3.0,-2.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,muon,-2.5,-1.5,4,1.5625,0.4592793267718459,1.05,1.25,1.4375,2.125,2.325,2.35,2.37
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,muon,-2.5,-1.5,4,0.0625,0.0,0.0125,0.03125,0.0625,0.09375,0.1125,0.11875,0.12375
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,muon,-1.5,0.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,muon,-1.5,0.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,muon,0.0,1.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,muon,0.0,1.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,muon,1.5,2.5,3,1.2291666666666667,0.15590239111558027,1.0375,1.09375,1.1875,1.40625,1.4625,1.48125,1.49625
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,muon,1.5,2.5,3,0.0625,0.0,0.0125,0.03125,0.0625,0.09375,0.1125,0.11875,0.12375
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,muon,2.5,3.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,muon,2.5,3.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,muon,3.0,5.2,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,muon,3.0,5.2,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,HFHadron,-5.2,-3.0,330,1.990909090909091,0.9901205769435621,0.9,1.2942708333333333,1.8308823529411764,2.49609375,3.2272727272727275,3.723214285714285,5.212499999999998
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,HFHadron,-5.2,-3.0,330,0.08484848484848485,0.40536479988098717,0.012537993920972646,0.031344984802431614,0.06268996960486323,0.09403495440729484,0.1128419452887538,0.11911094224924011,0.12412613981762918
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,HFHadron,-3.0,-2.5,4,1.125,0.9206824914160147,0.3,0.5,0.75,2.5,2.7,2.725,2.745
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,HFHadron,-3.0,-2.5,4,0.0625,0.0,0.0125,0.03125,0.0625,0.09375,0.1125,0.11875,0.12375
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,HFHadron,-2.5,-1.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,HFHadron,-2.5,-1.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,HFHadron,-1.5,0.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
